CSA,CBSA,Name,Metro /Micro Code,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,Num of Structures With 5 Units or More,nan,Total_year_to_date,1 Unit_year_to_date,2 Units_year_to_date,3 and 4 Units_year_to_date,5 Units or More_year_to_date,Num of Structures With 5 Units or More_year_to_date
999,10100,"Aberdeen, SD                                                ",5,0,0,0,0,0,0,,0,0,0,0,0,0
999,10140,"Aberdeen, WA                                                ",5,24,24,0,0,0,0,,24,24,0,0,0,0
101,10180,"Abilene, TX                                                 ",2,82,78,4,0,0,0,,82,78,4,0,0,0
999,10220,"Ada, OK                                                     ",5,4,0,4,0,0,0,,4,0,4,0,0,0
220,10300,"Adrian, MI                                                  ",5,8,8,0,0,0,0,,8,8,0,0,0,0
184,10420,"Akron, OH                                                   ",2,56,42,0,0,14,2,,56,42,0,0,14,2
999,10460,"Alamogordo, NM                                              ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,10480,"Alamosa, CO                                                 ",5,10,6,4,0,0,0,,10,6,4,0,0,0
999,10500,"Albany, GA                                                  ",4,6,6,0,0,0,0,,6,6,0,0,0,0
440,10540,"Albany, OR                                                  ",2,10,8,2,0,0,0,,10,8,2,0,0,0
104,10580,"Albany-Schenectady-Troy, NY                                 ",2,170,81,0,3,86,7,,170,81,0,3,86,7
172,10620,"Albemarle, NC                                               ",5,29,29,0,0,0,0,,29,29,0,0,0,0
999,10660,"Albert Lea, MN                                              ",5,0,0,0,0,0,0,,0,0,0,0,0,0
290,10700,"Albertville, AL                                             ",5,8,8,0,0,0,0,,8,8,0,0,0,0
105,10740,"Albuquerque, NM                                             ",2,146,116,30,0,0,0,,146,116,30,0,0,0
194,10760,"Alexander City, AL                                          ",5,8,8,0,0,0,0,,8,8,0,0,0,0
999,10780,"Alexandria, LA                                              ",4,25,23,2,0,0,0,,25,23,2,0,0,0
999,10820,"Alexandria, MN                                              ",5,7,7,0,0,0,0,,7,7,0,0,0,0
204,10860,"Alice, TX                                                   ",5,1,1,0,0,0,0,,1,1,0,0,0,0
106,10900,"Allentown-Bethlehem-Easton, PA-NJ                           ",2,81,62,14,0,5,1,,81,62,14,0,5,1
394,10940,"Alma, MI                                                    ",5,2,2,0,0,0,0,,2,2,0,0,0,0
999,10980,"Alpena, MI                                                  ",5,3,3,0,0,0,0,,3,3,0,0,0,0
107,11020,"Altoona, PA                                                 ",2,16,13,0,3,0,0,,16,13,0,3,0,0
999,11060,"Altus, OK                                                   ",5,3,3,0,0,0,0,,3,3,0,0,0,0
108,11100,"Amarillo, TX                                                ",2,42,42,0,0,0,0,,42,42,0,0,0,0
999,11140,"Americus, GA                                                ",5,4,4,0,0,0,0,,4,4,0,0,0,0
218,11180,"Ames, IA                                                    ",2,28,3,0,0,25,1,,28,3,0,0,25,1
521,11200,"Amherst Town-Northampton, MA                                ",2,16,6,0,0,10,2,,16,6,0,0,10,2
104,11220,"Amsterdam, NY                                               ",5,4,4,0,0,0,0,,4,4,0,0,0,0
999,11260,"Anchorage, AK                                               ",4,19,10,2,0,7,1,,19,10,2,0,7,1
450,11360,"Anderson Creek, NC                                          ",5,92,92,0,0,0,0,,92,92,0,0,0,0
372,11380,"Andrews, TX                                                 ",5,3,3,0,0,0,0,,3,3,0,0,0,0
258,11420,"Angola, IN                                                  ",5,4,4,0,0,0,0,,4,4,0,0,0,0
220,11460,"Ann Arbor, MI                                               ",2,47,23,0,0,24,1,,47,23,0,0,24,1
999,11500,"Anniston-Oxford, AL                                         ",4,7,7,0,0,0,0,,7,7,0,0,0,0
118,11540,"Appleton, WI                                                ",2,57,57,0,0,0,0,,57,57,0,0,0,0
412,11580,"Arcadia, FL                                                 ",5,5,5,0,0,0,0,,5,5,0,0,0,0
999,11620,"Ardmore, OK                                                 ",5,4,4,0,0,0,0,,4,4,0,0,0,0
999,11660,"Arkadelphia, AR                                             ",5,1,1,0,0,0,0,,1,1,0,0,0,0
556,11680,"Arkansas City-Winfield, KS                                  ",5,5,1,4,0,0,0,,5,1,4,0,0,0
120,11700,"Asheville, NC                                               ",2,294,166,0,0,128,4,,294,166,0,0,128,4
360,11740,"Ashland, OH                                                 ",5,7,5,2,0,0,0,,7,5,2,0,0,0
999,11820,"Astoria, OR                                                 ",5,6,6,0,0,0,0,,6,6,0,0,0,0
312,11860,"Atchison, KS                                                ",5,1,1,0,0,0,0,,1,1,0,0,0,0
198,11900,"Athens, OH                                                  ",5,0,0,0,0,0,0,,0,0,0,0,0,0
174,11940,"Athens, TN                                                  ",5,11,11,0,0,0,0,,11,11,0,0,0,0
206,11980,"Athens, TX                                                  ",5,18,18,0,0,0,0,,18,18,0,0,0,0
122,12020,"Athens-Clarke County, GA                                    ",2,76,76,0,0,0,0,,76,76,0,0,0,0
122,12060,"Atlanta-Sandy Springs-Roswell, GA                           ",2,3133,1859,22,53,1199,76,,3133,1859,22,53,1199,76
428,12100,"Atlantic City-Hammonton, NJ                                 ",2,129,89,32,3,5,1,,129,89,32,3,5,1
258,12140,"Auburn, IN                                                  ",5,8,8,0,0,0,0,,8,8,0,0,0,0
532,12180,"Auburn, NY                                                  ",5,14,6,0,3,5,1,,14,6,0,3,5,1
194,12220,"Auburn-Opelika, AL                                          ",2,141,141,0,0,0,0,,141,141,0,0,0,0
999,12260,"Augusta-Richmond County, GA-SC                              ",4,282,278,0,4,0,0,,282,278,0,4,0,0
999,12300,"Augusta-Waterville, ME                                      ",5,26,26,0,0,0,0,,26,26,0,0,0,0
462,12380,"Austin, MN                                                  ",5,2,2,0,0,0,0,,2,2,0,0,0,0
999,12420,"Austin-Round Rock-San Marcos, TX                            ",4,1908,1159,14,6,729,20,,1908,1159,14,6,729,20
533,12460,"Bainbridge, GA                                              ",5,11,6,0,0,5,1,,11,6,0,0,5,1
999,12520,"Baker City, OR                                              ",5,4,4,0,0,0,0,,4,4,0,0,0,0
999,12540,"Bakersfield-Delano, CA                                      ",4,223,215,4,4,0,0,,223,215,4,4,0,0
548,12580,"Baltimore-Columbia-Towson, MD                               ",2,708,247,4,0,457,7,,708,247,4,0,457,7
999,12620,"Bangor, ME                                                  ",4,40,20,0,12,8,1,,40,20,0,12,8,1
357,12660,"Baraboo, WI                                                 ",5,15,13,2,0,0,0,,15,13,2,0,0,0
148,12700,"Barnstable Town, MA                                         ",2,20,18,2,0,0,0,,20,18,2,0,0,0
162,12740,"Barre, VT                                                   ",5,8,6,2,0,0,0,,8,6,2,0,0,0
538,12780,"Bartlesville, OK                                            ",5,1,1,0,0,0,0,,1,1,0,0,0,0
464,12860,"Batavia, NY                                                 ",5,4,4,0,0,0,0,,4,4,0,0,0,0
999,12900,"Batesville, AR                                              ",5,1,1,0,0,0,0,,1,1,0,0,0,0
132,12940,"Baton Rouge, LA                                             ",2,273,261,0,0,12,1,,273,261,0,0,12,1
310,12980,"Battle Creek, MI                                            ",2,11,11,0,0,0,0,,11,11,0,0,0,0
474,13020,"Bay City, MI                                                ",2,2,2,0,0,0,0,,2,2,0,0,0,0
288,13060,"Bay City, TX                                                ",5,31,31,0,0,0,0,,31,31,0,0,0,0
339,13100,"Beatrice, NE                                                ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,13140,"Beaumont-Port Arthur, TX                                    ",4,88,74,0,4,10,2,,88,74,0,4,10,2
376,13180,"Beaver Dam, WI                                              ",5,20,16,4,0,0,0,,20,16,4,0,0,0
999,13220,"Beckley, WV                                                 ",4,2,2,0,0,0,0,,2,2,0,0,0,0
144,13260,"Bedford, IN                                                 ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,13300,"Beeville, TX                                                ",5,1,1,0,0,0,0,,1,1,0,0,0,0
198,13340,"Bellefontaine, OH                                           ",5,5,5,0,0,0,0,,5,5,0,0,0,0
999,13380,"Bellingham, WA                                              ",4,78,57,2,19,0,0,,78,57,2,19,0,0
999,13420,"Bemidji, MN                                                 ",5,6,1,0,0,5,1,,6,1,0,0,5,1
999,13460,"Bend, OR                                                    ",4,161,146,6,3,6,1,,161,146,6,3,6,1
999,13540,"Bennington, VT                                              ",5,3,3,0,0,0,0,,3,3,0,0,0,0
266,13660,"Big Rapids, MI                                              ",5,3,3,0,0,0,0,,3,3,0,0,0,0
999,13700,"Big Spring, TX                                              ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,13740,"Billings, MT                                                ",4,51,35,16,0,0,0,,51,35,16,0,0,0
999,13780,"Binghamton, NY                                              ",4,23,6,0,0,17,3,,23,6,0,0,17,3
142,13820,"Birmingham, AL                                              ",2,261,241,0,0,20,2,,261,241,0,0,20,2
999,13860,"Bishop, CA                                                  ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,13900,"Bismarck, ND                                                ",4,15,5,0,4,6,1,,15,5,0,4,6,1
292,13940,"Blackfoot, ID                                               ",5,5,5,0,0,0,0,,5,5,0,0,0,0
999,13980,"Blacksburg-Christiansburg-Radford, VA                       ",4,29,27,2,0,0,0,,29,27,2,0,0,0
145,14010,"Bloomington, IL                                             ",2,6,6,0,0,0,0,,6,6,0,0,0,0
144,14020,"Bloomington, IN                                             ",2,25,16,6,3,0,0,,25,16,6,3,0,0
146,14100,"Bloomsburg-Berwick, PA                                      ",5,9,9,0,0,0,0,,9,9,0,0,0,0
999,14140,"Bluefield, WV-VA                                            ",5,2,2,0,0,0,0,,2,2,0,0,0,0
999,14180,"Blytheville, AR                                             ",5,4,4,0,0,0,0,,4,4,0,0,0,0
406,14220,"Bogalusa, LA                                                ",5,0,0,0,0,0,0,,0,0,0,0,0,0
147,14260,"Boise City, ID                                              ",2,691,593,10,8,80,4,,691,593,10,8,80,4
206,14300,"Bonham, TX                                                  ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,14380,"Boone, NC                                                   ",5,11,9,2,0,0,0,,11,9,2,0,0,0
108,14420,"Borger, TX                                                  ",5,1,1,0,0,0,0,,1,1,0,0,0,0
148,14460,"Boston-Cambridge-Newton, MA-NH                              ",2,789,254,34,15,486,27,,789,254,34,15,486,27
216,14500,"Boulder, CO                                                 ",2,76,52,0,0,24,2,,76,52,0,0,24,2
150,14540,"Bowling Green, KY                                           ",2,36,36,0,0,0,0,,36,36,0,0,0,0
999,14580,"Bozeman, MT                                                 ",4,95,59,4,4,28,2,,95,59,4,4,28,2
999,14620,"Bradford, PA                                                ",5,2,2,0,0,0,0,,2,2,0,0,0,0
999,14660,"Brainerd, MN                                                ",5,27,24,0,3,0,0,,27,24,0,3,0,0
999,14700,"Branson, MO                                                 ",5,11,11,0,0,0,0,,11,11,0,0,0,0
313,14710,"Brattleboro, VT                                             ",5,18,18,0,0,0,0,,18,18,0,0,0,0
999,14720,"Breckenridge, CO                                            ",5,20,15,0,0,5,1,,20,15,0,0,5,1
500,14740,"Bremerton-Silverdale-Port Orchard, WA                       ",2,67,47,2,0,18,1,,67,47,2,0,18,1
288,14780,"Brenham, TX                                                 ",5,11,8,0,3,0,0,,11,8,0,3,0,0
120,14820,"Brevard, NC                                                 ",5,22,17,0,0,5,1,,22,17,0,0,5,1
408,14860,"Bridgeport-Stamford-Danbury, CT                             ",2,139,34,4,4,97,2,,139,34,4,4,97,2
482,14940,"Brigham City, UT-ID                                         ",5,35,30,0,0,5,1,,35,30,0,0,5,1
298,15020,"Brookhaven, MS                                              ",5,2,2,0,0,0,0,,2,2,0,0,0,0
152,15060,"Brookings, OR                                               ",5,2,2,0,0,0,0,,2,2,0,0,0,0
999,15100,"Brookings, SD                                               ",5,0,0,0,0,0,0,,0,0,0,0,0,0
154,15180,"Brownsville-Harlingen, TX                                   ",2,181,153,12,6,10,2,,181,153,12,6,10,2
999,15220,"Brownwood, TX                                               ",5,61,12,0,0,49,5,,61,12,0,0,49,5
999,15260,"Brunswick-St.Simons, GA                                     ",4,62,42,6,6,8,1,,62,42,6,6,8,1
360,15340,"Bucyrus, OH                                                 ",5,1,1,0,0,0,0,,1,1,0,0,0,0
160,15380,"Buffalo-Cheektowaga, NY                                     ",2,52,39,2,3,8,1,,52,39,2,3,8,1
999,15420,"Burley, ID                                                  ",5,22,22,0,0,0,0,,22,22,0,0,0,0
161,15460,"Burlington, IA-IL                                           ",5,2,2,0,0,0,0,,2,2,0,0,0,0
268,15500,"Burlington, NC                                              ",2,138,132,0,0,6,1,,138,132,0,0,6,1
162,15540,"Burlington-South Burlington, VT                             ",2,161,51,8,8,94,3,,161,51,8,8,94,3
999,15580,"Butte-Silver Bow, MT                                        ",5,7,5,2,0,0,0,,7,5,2,0,0,0
999,15620,"Cadillac, MI                                                ",5,10,5,0,0,5,1,,10,5,0,0,5,1
122,15660,"Calhoun, GA                                                 ",5,24,24,0,0,0,0,,24,24,0,0,0,0
548,15700,"Cambridge, MD                                               ",5,4,4,0,0,0,0,,4,4,0,0,0,0
198,15740,"Cambridge, OH                                               ",5,7,7,0,0,0,0,,7,7,0,0,0,0
999,15780,"Camden, AR                                                  ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,15820,"Campbellsville, KY                                          ",5,1,1,0,0,0,0,,1,1,0,0,0,0
444,15860,"Cañon City, CO                                              ",5,8,8,0,0,0,0,,8,8,0,0,0,0
427,15900,"Canton, IL                                                  ",5,0,0,0,0,0,0,,0,0,0,0,0,0
184,15940,"Canton-Massillon, OH                                        ",2,35,26,0,3,6,1,,35,26,0,3,6,1
163,15980,"Cape Coral-Fort Myers, FL                                   ",2,1389,979,20,0,390,6,,1389,979,20,0,390,6
164,16020,"Cape Girardeau, MO-IL                                       ",2,3,3,0,0,0,0,,3,3,0,0,0,0
166,16060,"Carbondale, IL                                              ",5,0,0,0,0,0,0,,0,0,0,0,0,0
999,16100,"Carlsbad-Artesia, NM                                        ",5,19,19,0,0,0,0,,19,19,0,0,0,0
999,16140,"Carroll, IA                                                 ",5,0,0,0,0,0,0,,0,0,0,0,0,0
456,16180,"Carson City, NV                                             ",2,219,9,0,0,210,5,,219,9,0,0,210,5
999,16220,"Casper, WY                                                  ",4,10,10,0,0,0,0,,10,10,0,0,0,0
999,16260,"Cedar City, UT                                              ",5,61,61,0,0,0,0,,61,61,0,0,0,0
168,16300,"Cedar Rapids, IA                                            ",2,27,14,0,3,10,1,,27,14,0,3,10,1
122,16340,"Cedartown, GA                                               ",5,5,5,0,0,0,0,,5,5,0,0,0,0
338,16380,"Celina, OH                                                  ",5,5,5,0,0,0,0,,5,5,0,0,0,0
476,16460,"Centralia, IL                                               ",5,0,0,0,0,0,0,,0,0,0,0,0,0
500,16500,"Centralia, WA                                               ",5,15,15,0,0,0,0,,15,15,0,0,0,0
548,16540,"Chambersburg, PA                                            ",2,106,59,40,0,7,1,,106,59,40,0,7,1
169,16580,"Champaign-Urbana, IL                                        ",2,20,18,2,0,0,0,,20,18,2,0,0,0
170,16620,"Charleston, WV                                              ",2,13,13,0,0,0,0,,13,13,0,0,0,0
999,16660,"Charleston-Mattoon, IL                                      ",5,0,0,0,0,0,0,,0,0,0,0,0,0
999,16700,"Charleston-North Charleston, SC                             ",4,723,532,8,24,159,17,,723,532,8,24,159,17
172,16740,"Charlotte-Concord-Gastonia, NC-SC                           ",2,2304,1423,6,0,875,22,,2304,1423,6,0,875,22
999,16820,"Charlottesville, VA                                         ",4,128,101,0,3,24,2,,128,101,0,3,24,2
174,16860,"Chattanooga, TN-GA                                          ",2,212,165,4,10,33,2,,212,165,4,10,33,2
999,16940,"Cheyenne, WY                                                ",4,38,35,0,3,0,0,,38,35,0,3,0,0
176,16980,"Chicago-Naperville-Elgin, IL-IN                             ",2,819,580,16,51,172,15,,819,580,16,51,172,15
999,17020,"Chico, CA                                                   ",4,34,32,2,0,0,0,,34,32,2,0,0,0
198,17060,"Chillicothe, OH                                             ",5,3,1,2,0,0,0,,3,1,2,0,0,0
178,17140,"Cincinnati, OH-KY-IN                                        ",2,464,324,20,21,99,15,,464,324,20,21,99,15
242,17220,"Clarksburg, WV                                              ",5,2,2,0,0,0,0,,2,2,0,0,0,0
368,17260,"Clarksdale, MS                                              ",5,2,2,0,0,0,0,,2,2,0,0,0,0
999,17300,"Clarksville, TN-KY                                          ",4,439,174,2,4,259,15,,439,174,2,4,259,15
999,17340,"Clearlake, CA                                               ",5,10,5,0,0,5,1,,10,5,0,0,5,1
999,17380,"Cleveland, MS                                               ",5,1,1,0,0,0,0,,1,1,0,0,0,0
184,17410,"Cleveland, OH                                               ",2,262,204,0,3,55,2,,262,204,0,3,55,2
174,17420,"Cleveland, TN                                               ",2,82,82,0,0,0,0,,82,82,0,0,0,0
163,17500,"Clewiston, FL                                               ",5,39,39,0,0,0,0,,39,39,0,0,0,0
209,17540,"Clinton, IA                                                 ",5,4,2,2,0,0,0,,4,2,2,0,0,0
999,17580,"Clovis, NM                                                  ",5,9,5,4,0,0,0,,9,5,4,0,0,0
999,17650,"Cody, WY                                                    ",5,15,15,0,0,0,0,,15,15,0,0,0,0
518,17660,"Coeur dAlene, ID                                            ",2,82,74,2,0,6,1,,82,74,2,0,6,1
999,17740,"Coldwater, MI                                               ",5,2,2,0,0,0,0,,2,2,0,0,0,0
999,17780,"College Station-Bryan, TX                                   ",4,186,160,26,0,0,0,,186,160,26,0,0,0
999,17820,"Colorado Springs, CO                                        ",4,422,226,0,0,196,2,,422,226,0,0,196,2
190,17860,"Columbia, MO                                                ",2,51,51,0,0,0,0,,51,51,0,0,0,0
192,17900,"Columbia, SC                                                ",2,434,382,14,38,0,0,,434,382,14,38,0,0
194,17980,"Columbus, GA-AL                                             ",2,49,44,0,0,5,1,,49,44,0,0,5,1
294,18020,"Columbus, IN                                                ",2,7,7,0,0,0,0,,7,7,0,0,0,0
523,18060,"Columbus, MS                                                ",5,10,10,0,0,0,0,,10,10,0,0,0,0
999,18100,"Columbus, NE                                                ",5,3,3,0,0,0,0,,3,3,0,0,0,0
198,18140,"Columbus, OH                                                ",2,657,406,6,9,236,2,,657,406,6,9,236,2
148,18180,"Concord, NH                                                 ",5,12,12,0,0,0,0,,12,12,0,0,0,0
458,18220,"Connersville, IN                                            ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,18260,"Cookeville, TN                                              ",5,36,36,0,0,0,0,,36,36,0,0,0,0
999,18300,"Coos Bay-North Bend, OR                                     ",5,7,7,0,0,0,0,,7,7,0,0,0,0
371,18340,"Corbin, KY                                                  ",5,20,3,6,0,11,1,,20,3,6,0,11,1
999,18380,"Cordele, GA                                                 ",5,1,1,0,0,0,0,,1,1,0,0,0,0
539,18420,"Corinth, MS                                                 ",5,2,2,0,0,0,0,,2,2,0,0,0,0
122,18460,"Cornelia, GA                                                ",5,29,24,0,0,5,1,,29,24,0,0,5,1
236,18500,"Corning, NY                                                 ",5,11,11,0,0,0,0,,11,11,0,0,0,0
204,18580,"Corpus Christi, TX                                          ",2,157,147,2,3,5,1,,157,147,2,3,5,1
206,18620,"Corsicana, TX                                               ",5,41,39,2,0,0,0,,41,39,2,0,0,0
296,18660,"Cortland, NY                                                ",5,1,1,0,0,0,0,,1,1,0,0,0,0
440,18700,"Corvallis, OR                                               ",2,10,10,0,0,0,0,,10,10,0,0,0,0
184,18740,"Coshocton, OH                                               ",5,0,0,0,0,0,0,,0,0,0,0,0,0
294,18820,"Crawfordsville, IN                                          ",5,5,3,2,0,0,0,,5,3,2,0,0,0
152,18860,"Crescent City, CA                                           ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,18880,"Crestview-Fort Walton Beach-Destin, FL                      ",4,474,171,0,0,303,20,,474,171,0,0,303,20
999,18900,"Crossville, TN                                              ",5,5,5,0,0,0,0,,5,5,0,0,0,0
142,18980,"Cullman, AL                                                 ",5,25,25,0,0,0,0,,25,25,0,0,0,0
999,19060,"Cumberland, MD-WV                                           ",5,3,3,0,0,0,0,,3,3,0,0,0,0
206,19100,"Dallas-Fort Worth-Arlington, TX                             ",2,4876,3411,92,43,1330,121,,4876,3411,92,43,1330,121
174,19140,"Dalton, GA                                                  ",2,61,47,6,3,5,1,,61,47,6,3,5,1
169,19180,"Danville, IL                                                ",5,0,0,0,0,0,0,,0,0,0,0,0,0
999,19220,"Danville, KY                                                ",5,18,18,0,0,0,0,,18,18,0,0,0,0
999,19260,"Danville, VA                                                ",5,7,7,0,0,0,0,,7,7,0,0,0,0
380,19300,"Daphne-Fairhope-Foley, AL                                   ",2,250,250,0,0,0,0,,250,250,0,0,0,0
209,19340,"Davenport-Moline-Rock Island, IA-IL                         ",2,19,11,0,8,0,0,,19,11,0,8,0,0
212,19430,"Dayton-Kettering-Beavercreek, OH                            ",2,175,108,0,25,42,3,,175,108,0,25,42,3
290,19460,"Decatur, AL                                                 ",2,26,26,0,0,0,0,,26,26,0,0,0,0
999,19500,"Decatur, IL                                                 ",4,0,0,0,0,0,0,,0,0,0,0,0,0
258,19540,"Decatur, IN                                                 ",5,9,4,0,0,5,1,,9,4,0,0,5,1
999,19580,"Defiance, OH                                                ",5,3,3,0,0,0,0,,3,3,0,0,0,0
999,19620,"Del Rio, TX                                                 ",5,6,6,0,0,0,0,,6,6,0,0,0,0
422,19660,"Deltona-Daytona Beach-Ormond Beach, FL                      ",2,422,346,12,4,60,2,,422,346,12,4,60,2
999,19700,"Deming, NM                                                  ",5,0,0,0,0,0,0,,0,0,0,0,0,0
216,19740,"Denver-Aurora-Centennial, CO                                ",2,985,703,0,7,275,5,,985,703,0,7,275,5
324,19760,"DeRidder, LA                                                ",5,10,10,0,0,0,0,,10,10,0,0,0,0
218,19780,"Des Moines-West Des Moines, IA                              ",2,623,211,4,0,408,3,,623,211,4,0,408,3
999,19810,"Detroit Lakes, MN                                           ",5,2,2,0,0,0,0,,2,2,0,0,0,0
220,19820,"Detroit-Warren-Dearborn, MI                                 ",2,394,296,34,0,64,3,,394,296,34,0,64,3
999,19860,"Dickinson, ND                                               ",5,6,6,0,0,0,0,,6,6,0,0,0,0
